"hexagon_id","geom_wkt"
317,"POLYGON((215000 580237.020535574,220000 571576.7664977295,230000 571576.7664977295,235000 580237.020535574,230000 588897.2745734183,220000 588897.2745734183,215000 580237.020535574))"
318,"POLYGON((215000 597557.5286112627,220000 588897.2745734183,230000 588897.2745734183,235000 597557.5286112627,230000 606217.782649107,220000 606217.782649107,215000 597557.5286112627))"
319,"POLYGON((215000 614878.0366869514,220000 606217.782649107,230000 606217.782649107,235000 614878.0366869514,230000 623538.2907247958,220000 623538.2907247958,215000 614878.0366869514))"
320,"POLYGON((215000 632198.5447626403,220000 623538.2907247958,230000 623538.2907247958,235000 632198.5447626403,230000 640858.7988004846,220000 640858.7988004846,215000 632198.5447626403))"
321,"POLYGON((230000 311769.1453623979,235000 303108.8913245535,245000 303108.8913245535,250000 311769.1453623979,245000 320429.3994002423,235000 320429.3994002423,230000 311769.1453623979))"
322,"POLYGON((230000 329089.6534380867,235000 320429.3994002423,245000 320429.3994002423,250000 329089.6534380867,245000 337749.90747593105,235000 337749.90747593105,230000 329089.6534380867))"
323,"POLYGON((230000 346410.16151377547,235000 337749.90747593105,245000 337749.90747593105,250000 346410.16151377547,245000 355070.41555161984,235000 355070.41555161984,230000 346410.16151377547))"
324,"POLYGON((230000 363730.6695894642,235000 355070.41555161984,245000 355070.41555161984,250000 363730.6695894642,245000 372390.9236273086,235000 372390.9236273086,230000 363730.6695894642))"
325,"POLYGON((230000 381051.177665153,235000 372390.9236273086,245000 372390.9236273086,250000 381051.177665153,245000 389711.43170299736,235000 389711.43170299736,230000 381051.177665153))"
326,"POLYGON((230000 398371.6857408418,235000 389711.43170299736,245000 389711.43170299736,250000 398371.6857408418,245000 407031.93977868615,235000 407031.93977868615,230000 398371.6857408418))"
327,"POLYGON((230000 415692.1938165305,235000 407031.93977868615,245000 407031.93977868615,250000 415692.1938165305,245000 424352.44785437494,235000 424352.44785437494,230000 415692.1938165305))"
328,"POLYGON((230000 433012.7018922193,235000 424352.44785437494,245000 424352.44785437494,250000 433012.7018922193,245000 441672.95593006373,235000 441672.95593006373,230000 433012.7018922193))"
329,"POLYGON((230000 450333.2099679081,235000 441672.95593006373,245000 441672.95593006373,250000 450333.2099679081,245000 458993.46400575247,235000 458993.46400575247,230000 450333.2099679081))"
330,"POLYGON((230000 467653.7180435969,235000 458993.46400575247,245000 458993.46400575247,250000 467653.7180435969,245000 476313.97208144126,235000 476313.97208144126,230000 467653.7180435969))"
331,"POLYGON((230000 484974.2261192856,235000 476313.97208144126,245000 476313.97208144126,250000 484974.2261192856,245000 493634.48015713005,235000 493634.48015713005,230000 484974.2261192856))"
332,"POLYGON((230000 502294.7341949744,235000 493634.48015713005,245000 493634.48015713005,250000 502294.7341949744,245000 510954.9882328188,235000 510954.9882328188,230000 502294.7341949744))"
333,"POLYGON((230000 519615.2422706632,235000 510954.9882328188,245000 510954.9882328188,250000 519615.2422706632,245000 528275.4963085075,235000 528275.4963085075,230000 519615.2422706632))"
334,"POLYGON((230000 536935.750346352,235000 528275.4963085075,245000 528275.4963085075,250000 536935.750346352,245000 545596.0043841964,235000 545596.0043841964,230000 536935.750346352))"
335,"POLYGON((230000 554256.2584220407,235000 545596.0043841964,245000 545596.0043841964,250000 554256.2584220407,245000 562916.5124598851,235000 562916.5124598851,230000 554256.2584220407))"
336,"POLYGON((230000 571576.7664977295,235000 562916.5124598851,245000 562916.5124598851,250000 571576.7664977295,245000 580237.020535574,235000 580237.020535574,230000 571576.7664977295))"
337,"POLYGON((230000 588897.2745734183,235000 580237.020535574,245000 580237.020535574,250000 588897.2745734183,245000 597557.5286112627,235000 597557.5286112627,230000 588897.2745734183))"
338,"POLYGON((230000 606217.782649107,235000 597557.5286112627,245000 597557.5286112627,250000 606217.782649107,245000 614878.0366869514,235000 614878.0366869514,230000 606217.782649107))"
339,"POLYGON((230000 623538.2907247958,235000 614878.0366869514,245000 614878.0366869514,250000 623538.2907247958,245000 632198.5447626403,235000 632198.5447626403,230000 623538.2907247958))"
340,"POLYGON((230000 640858.7988004846,235000 632198.5447626403,245000 632198.5447626403,250000 640858.7988004846,245000 649519.052838329,235000 649519.052838329,230000 640858.7988004846))"
341,"POLYGON((245000 303108.8913245535,250000 294448.63728670916,260000 294448.63728670916,265000 303108.8913245535,260000 311769.1453623979,250000 311769.1453623979,245000 303108.8913245535))"
342,"POLYGON((245000 320429.3994002423,250000 311769.1453623979,260000 311769.1453623979,265000 320429.3994002423,260000 329089.6534380867,250000 329089.6534380867,245000 320429.3994002423))"
343,"POLYGON((245000 337749.90747593105,250000 329089.6534380867,260000 329089.6534380867,265000 337749.90747593105,260000 346410.16151377547,250000 346410.16151377547,245000 337749.90747593105))"
344,"POLYGON((245000 355070.41555161984,250000 346410.16151377547,260000 346410.16151377547,265000 355070.41555161984,260000 363730.6695894642,250000 363730.6695894642,245000 355070.41555161984))"
345,"POLYGON((245000 372390.9236273086,250000 363730.6695894642,260000 363730.6695894642,265000 372390.9236273086,260000 381051.177665153,250000 381051.177665153,245000 372390.9236273086))"
346,"POLYGON((245000 389711.43170299736,250000 381051.177665153,260000 381051.177665153,265000 389711.43170299736,260000 398371.6857408418,250000 398371.6857408418,245000 389711.43170299736))"
347,"POLYGON((245000 407031.93977868615,250000 398371.6857408418,260000 398371.6857408418,265000 407031.93977868615,260000 415692.1938165305,250000 415692.1938165305,245000 407031.93977868615))"
348,"POLYGON((245000 424352.44785437494,250000 415692.1938165305,260000 415692.1938165305,265000 424352.44785437494,260000 433012.7018922193,250000 433012.7018922193,245000 424352.44785437494))"
349,"POLYGON((245000 441672.95593006373,250000 433012.7018922193,260000 433012.7018922193,265000 441672.95593006373,260000 450333.2099679081,250000 450333.2099679081,245000 441672.95593006373))"
350,"POLYGON((245000 458993.46400575247,250000 450333.2099679081,260000 450333.2099679081,265000 458993.46400575247,260000 467653.7180435969,250000 467653.7180435969,245000 458993.46400575247))"
351,"POLYGON((245000 476313.97208144126,250000 467653.7180435969,260000 467653.7180435969,265000 476313.97208144126,260000 484974.2261192856,250000 484974.2261192856,245000 476313.97208144126))"
352,"POLYGON((245000 493634.48015713005,250000 484974.2261192856,260000 484974.2261192856,265000 493634.48015713005,260000 502294.7341949744,250000 502294.7341949744,245000 493634.48015713005))"
353,"POLYGON((245000 510954.9882328188,250000 502294.7341949744,260000 502294.7341949744,265000 510954.9882328188,260000 519615.2422706632,250000 519615.2422706632,245000 510954.9882328188))"
354,"POLYGON((245000 528275.4963085075,250000 519615.2422706632,260000 519615.2422706632,265000 528275.4963085075,260000 536935.750346352,250000 536935.750346352,245000 528275.4963085075))"
355,"POLYGON((245000 545596.0043841964,250000 536935.750346352,260000 536935.750346352,265000 545596.0043841964,260000 554256.2584220407,250000 554256.2584220407,245000 545596.0043841964))"
356,"POLYGON((245000 562916.5124598851,250000 554256.2584220407,260000 554256.2584220407,265000 562916.5124598851,260000 571576.7664977295,250000 571576.7664977295,245000 562916.5124598851))"
357,"POLYGON((245000 580237.020535574,250000 571576.7664977295,260000 571576.7664977295,265000 580237.020535574,260000 588897.2745734183,250000 588897.2745734183,245000 580237.020535574))"
358,"POLYGON((245000 597557.5286112627,250000 588897.2745734183,260000 588897.2745734183,265000 597557.5286112627,260000 606217.782649107,250000 606217.782649107,245000 597557.5286112627))"
359,"POLYGON((245000 614878.0366869514,250000 606217.782649107,260000 606217.782649107,265000 614878.0366869514,260000 623538.2907247958,250000 623538.2907247958,245000 614878.0366869514))"
360,"POLYGON((245000 632198.5447626403,250000 623538.2907247958,260000 623538.2907247958,265000 632198.5447626403,260000 640858.7988004846,250000 640858.7988004846,245000 632198.5447626403))"
361,"POLYGON((260000 311769.1453623979,265000 303108.8913245535,275000 303108.8913245535,280000 311769.1453623979,275000 320429.3994002423,265000 320429.3994002423,260000 311769.1453623979))"
362,"POLYGON((260000 329089.6534380867,265000 320429.3994002423,275000 320429.3994002423,280000 329089.6534380867,275000 337749.90747593105,265000 337749.90747593105,260000 329089.6534380867))"
363,"POLYGON((260000 346410.16151377547,265000 337749.90747593105,275000 337749.90747593105,280000 346410.16151377547,275000 355070.41555161984,265000 355070.41555161984,260000 346410.16151377547))"
364,"POLYGON((260000 363730.6695894642,265000 355070.41555161984,275000 355070.41555161984,280000 363730.6695894642,275000 372390.9236273086,265000 372390.9236273086,260000 363730.6695894642))"
365,"POLYGON((260000 381051.177665153,265000 372390.9236273086,275000 372390.9236273086,280000 381051.177665153,275000 389711.43170299736,265000 389711.43170299736,260000 381051.177665153))"
366,"POLYGON((260000 398371.6857408418,265000 389711.43170299736,275000 389711.43170299736,280000 398371.6857408418,275000 407031.93977868615,265000 407031.93977868615,260000 398371.6857408418))"
367,"POLYGON((260000 415692.1938165305,265000 407031.93977868615,275000 407031.93977868615,280000 415692.1938165305,275000 424352.44785437494,265000 424352.44785437494,260000 415692.1938165305))"
368,"POLYGON((260000 433012.7018922193,265000 424352.44785437494,275000 424352.44785437494,280000 433012.7018922193,275000 441672.95593006373,265000 441672.95593006373,260000 433012.7018922193))"
369,"POLYGON((260000 450333.2099679081,265000 441672.95593006373,275000 441672.95593006373,280000 450333.2099679081,275000 458993.46400575247,265000 458993.46400575247,260000 450333.2099679081))"
370,"POLYGON((260000 467653.7180435969,265000 458993.46400575247,275000 458993.46400575247,280000 467653.7180435969,275000 476313.97208144126,265000 476313.97208144126,260000 467653.7180435969))"
371,"POLYGON((260000 484974.2261192856,265000 476313.97208144126,275000 476313.97208144126,280000 484974.2261192856,275000 493634.48015713005,265000 493634.48015713005,260000 484974.2261192856))"
372,"POLYGON((260000 502294.7341949744,265000 493634.48015713005,275000 493634.48015713005,280000 502294.7341949744,275000 510954.9882328188,265000 510954.9882328188,260000 502294.7341949744))"
373,"POLYGON((260000 519615.2422706632,265000 510954.9882328188,275000 510954.9882328188,280000 519615.2422706632,275000 528275.4963085075,265000 528275.4963085075,260000 519615.2422706632))"
374,"POLYGON((260000 536935.750346352,265000 528275.4963085075,275000 528275.4963085075,280000 536935.750346352,275000 545596.0043841964,265000 545596.0043841964,260000 536935.750346352))"
375,"POLYGON((260000 554256.2584220407,265000 545596.0043841964,275000 545596.0043841964,280000 554256.2584220407,275000 562916.5124598851,265000 562916.5124598851,260000 554256.2584220407))"
376,"POLYGON((260000 571576.7664977295,265000 562916.5124598851,275000 562916.5124598851,280000 571576.7664977295,275000 580237.020535574,265000 580237.020535574,260000 571576.7664977295))"
377,"POLYGON((260000 588897.2745734183,265000 580237.020535574,275000 580237.020535574,280000 588897.2745734183,275000 597557.5286112627,265000 597557.5286112627,260000 588897.2745734183))"
378,"POLYGON((260000 606217.782649107,265000 597557.5286112627,275000 597557.5286112627,280000 606217.782649107,275000 614878.0366869514,265000 614878.0366869514,260000 606217.782649107))"
379,"POLYGON((260000 623538.2907247958,265000 614878.0366869514,275000 614878.0366869514,280000 623538.2907247958,275000 632198.5447626403,265000 632198.5447626403,260000 623538.2907247958))"
380,"POLYGON((260000 640858.7988004846,265000 632198.5447626403,275000 632198.5447626403,280000 640858.7988004846,275000 649519.052838329,265000 649519.052838329,260000 640858.7988004846))"
381,"POLYGON((275000 303108.8913245535,280000 294448.63728670916,290000 294448.63728670916,295000 303108.8913245535,290000 311769.1453623979,280000 311769.1453623979,275000 303108.8913245535))"
382,"POLYGON((275000 320429.3994002423,280000 311769.1453623979,290000 311769.1453623979,295000 320429.3994002423,290000 329089.6534380867,280000 329089.6534380867,275000 320429.3994002423))"
383,"POLYGON((275000 337749.90747593105,280000 329089.6534380867,290000 329089.6534380867,295000 337749.90747593105,290000 346410.16151377547,280000 346410.16151377547,275000 337749.90747593105))"
384,"POLYGON((275000 355070.41555161984,280000 346410.16151377547,290000 346410.16151377547,295000 355070.41555161984,290000 363730.6695894642,280000 363730.6695894642,275000 355070.41555161984))"
385,"POLYGON((275000 372390.9236273086,280000 363730.6695894642,290000 363730.6695894642,295000 372390.9236273086,290000 381051.177665153,280000 381051.177665153,275000 372390.9236273086))"
386,"POLYGON((275000 389711.43170299736,280000 381051.177665153,290000 381051.177665153,295000 389711.43170299736,290000 398371.6857408418,280000 398371.6857408418,275000 389711.43170299736))"
387,"POLYGON((275000 407031.93977868615,280000 398371.6857408418,290000 398371.6857408418,295000 407031.93977868615,290000 415692.1938165305,280000 415692.1938165305,275000 407031.93977868615))"
388,"POLYGON((275000 424352.44785437494,280000 415692.1938165305,290000 415692.1938165305,295000 424352.44785437494,290000 433012.7018922193,280000 433012.7018922193,275000 424352.44785437494))"
389,"POLYGON((275000 441672.95593006373,280000 433012.7018922193,290000 433012.7018922193,295000 441672.95593006373,290000 450333.2099679081,280000 450333.2099679081,275000 441672.95593006373))"
390,"POLYGON((275000 458993.46400575247,280000 450333.2099679081,290000 450333.2099679081,295000 458993.46400575247,290000 467653.7180435969,280000 467653.7180435969,275000 458993.46400575247))"
391,"POLYGON((275000 476313.97208144126,280000 467653.7180435969,290000 467653.7180435969,295000 476313.97208144126,290000 484974.2261192856,280000 484974.2261192856,275000 476313.97208144126))"
392,"POLYGON((275000 493634.48015713005,280000 484974.2261192856,290000 484974.2261192856,295000 493634.48015713005,290000 502294.7341949744,280000 502294.7341949744,275000 493634.48015713005))"
393,"POLYGON((275000 510954.9882328188,280000 502294.7341949744,290000 502294.7341949744,295000 510954.9882328188,290000 519615.2422706632,280000 519615.2422706632,275000 510954.9882328188))"
394,"POLYGON((275000 528275.4963085075,280000 519615.2422706632,290000 519615.2422706632,295000 528275.4963085075,290000 536935.750346352,280000 536935.750346352,275000 528275.4963085075))"
395,"POLYGON((275000 545596.0043841964,280000 536935.750346352,290000 536935.750346352,295000 545596.0043841964,290000 554256.2584220407,280000 554256.2584220407,275000 545596.0043841964))"
396,"POLYGON((275000 562916.5124598851,280000 554256.2584220407,290000 554256.2584220407,295000 562916.5124598851,290000 571576.7664977295,280000 571576.7664977295,275000 562916.5124598851))"
397,"POLYGON((275000 580237.020535574,280000 571576.7664977295,290000 571576.7664977295,295000 580237.020535574,290000 588897.2745734183,280000 588897.2745734183,275000 580237.020535574))"
398,"POLYGON((275000 597557.5286112627,280000 588897.2745734183,290000 588897.2745734183,295000 597557.5286112627,290000 606217.782649107,280000 606217.782649107,275000 597557.5286112627))"
399,"POLYGON((275000 614878.0366869514,280000 606217.782649107,290000 606217.782649107,295000 614878.0366869514,290000 623538.2907247958,280000 623538.2907247958,275000 614878.0366869514))"
400,"POLYGON((275000 632198.5447626403,280000 623538.2907247958,290000 623538.2907247958,295000 632198.5447626403,290000 640858.7988004846,280000 640858.7988004846,275000 632198.5447626403))"
